timestamp,open,high,low,close,volume
2020-07-01,309.57,311.89,309.07,310.52,72396540.0
2020-07-02,314.24,315.7,311.51,312.23,69344220.0
2020-07-06,316.37,317.68,315.56,317.05,61713830.0
2020-07-07,315.38,317.52,313.37,313.78,82909960.0
2020-07-08,314.61,316.3,312.7,316.18,54638600.0
2020-07-09,316.84,317.1,310.68,314.38,83354160.0
2020-07-10,314.31,317.88,312.76,317.59,57550370.0
2020-07-13,320.13,322.71,314.13,314.84,102997500.0
2020-07-14,313.3,319.76,312.0,318.92,93656950.0
2020-07-15,322.41,323.04,319.265,321.85,87196520.0
2020-07-16,319.79,321.28,319.09,320.79,54622520.0
2020-07-17,321.88,322.57,319.735,321.72,62774910.0
2020-07-20,321.43,325.13,320.62,324.32,56308850.0
2020-07-21,326.45,326.93,323.94,325.01,57498970.0
2020-07-22,324.62,327.2,324.5,326.86,57792920.0
2020-07-23,326.47,327.23,321.48,322.96,75737990.0
2020-07-24,320.95,321.99,319.246,320.88,73766600.0
2020-07-27,321.63,323.41,320.775,323.22,48292970.0
2020-07-28,322.43,323.64,320.85,321.17,57494980.0
2020-07-29,322.12,325.73,322.075,325.12,48454160.0
2020-07-30,321.9,324.41,319.64,323.96,61861710.0
2020-07-31,325.9,326.63,321.33,326.52,85210760.0
2020-08-03,328.32,329.62,327.73,328.79,53077950.0
2020-08-04,327.86,330.06,327.86,330.06,41917890.0
2020-08-05,331.47,332.39,331.18,332.11,42866350.0
2020-08-06,331.48,334.46,331.13,334.33,43679450.0
2020-08-07,333.28,334.88,332.3,334.57,57308270.0
2020-08-10,335.06,335.77,332.955,335.57,44282090.0
2020-08-11,336.85,337.54,332.01,332.8,69601090.0
2020-08-12,335.44,338.28,332.8377,337.44,53826130.0
2020-08-13,336.61,338.2514,335.83,336.83,41816150.0
2020-08-14,336.41,337.42,335.62,336.84,47260390.0
2020-08-17,337.94,338.34,336.8517,337.91,35480970.0
2020-08-18,338.34,339.1,336.61,338.64,38733910.0
2020-08-19,339.05,339.61,336.62,337.23,68054240.0
2020-08-20,335.36,338.8,335.22,338.28,42207830.0
2020-08-21,337.92,339.72,337.55,339.48,55106630.0
2020-08-24,342.12,343.0,339.4504,342.92,48588660.0
2020-08-25,343.53,344.21,342.27,344.12,38463380.0
2020-08-26,344.76,347.86,344.17,347.57,50790240.0
2020-08-27,348.51,349.9,346.53,348.33,58034140.0
2020-08-28,349.44,350.72,348.15,350.58,48588940.0
2020-08-31,350.35,351.3,349.06,349.31,66099180.0
2020-09-01,350.21,352.71,349.24,352.6,54999330.0
2020-09-02,354.67,358.75,353.43,357.7,69540040.0
2020-09-03,355.87,356.38,342.59,345.39,148011100.0
2020-09-04,346.13,347.83,334.87,342.57,139156300.0
2020-09-08,336.71,342.64,332.88,333.21,114465300.0
2020-09-09,337.55,342.46,336.61,339.79,91462290.0
2020-09-10,341.82,342.53,332.85,333.89,90569550.0
2020-09-11,335.82,336.97,331.0,334.06,84680190.0
2020-09-14,337.49,340.38,334.2208,338.46,65605690.0
2020-09-15,341.12,342.02,338.4683,340.17,52920860.0
2020-09-16,341.51,343.06,338.52,338.82,82211260.0
2020-09-17,333.56,337.6996,332.991,335.84,91523340.0
2020-09-18,335.37,335.49,327.97,330.65,105877900.0
2020-09-21,325.7,327.13,321.73,326.97,99450830.0
2020-09-22,328.57,330.9,325.86,330.3,63612110.0
2020-09-23,330.9,331.2,322.1,322.64,93112240.0
2020-09-24,321.22,326.797,319.8,323.5,76681330.0
2020-09-25,322.58,329.58,321.64,328.73,71069430.0
2020-09-28,333.22,334.96,332.15,334.19,64584610.0
2020-09-29,333.97,334.77,331.6209,332.37,51531590.0
2020-09-30,333.09,338.29,332.88,334.89,104081100.0
2020-10-01,337.69,338.74,335.01,337.04,88698750.0
2020-10-02,331.7,337.0126,331.19,333.84,89431110.0
2020-10-05,336.06,339.96,336.01,339.76,45713110.0
2020-10-06,339.91,342.17,334.38,334.93,90128880.0
2020-10-07,338.12,341.63,338.09,340.76,56999600.0
2020-10-08,342.85,343.85,341.86,343.78,45242480.0
2020-10-09,345.56,347.35,344.89,346.85,59528610.0
2020-10-12,349.59,354.02,349.06,352.43,80388530.0
2020-10-13,352.28,352.4651,349.09,350.13,73255510.0
2020-10-14,350.75,351.93,347.14,347.93,57958750.0
2020-10-15,343.71,348.02,343.13,347.5,60357660.0
2020-10-16,348.96,350.75,347.1,347.29,89501870.0
2020-10-19,348.65,349.33,341.04,342.01,68425610.0
2020-10-20,343.46,346.88,342.64,343.38,60051880.0
2020-10-21,343.33,348.6847,342.4,342.73,63574980.0
2020-10-22,342.96,345.24,340.65,344.61,55399290.0
2020-10-23,345.93,345.99,343.13,345.78,49143930.0
2020-10-26,342.13,342.98,335.62,339.39,91473000.0
2020-10-27,339.76,340.12,337.99,338.22,65994110.0
2020-10-28,332.1,338.2483,326.13,326.66,127094300.0
2020-10-29,326.91,333.395,325.09,329.98,90597690.0
2020-10-30,328.28,329.69,322.6,326.54,120448700.0
2020-11-02,330.2,332.36,327.24,330.2,86068300.0
2020-11-03,333.69,338.25,330.2935,336.03,93294190.0
2020-11-04,340.86,347.94,339.59,343.54,126959700.0
2020-11-05,349.24,352.19,348.86,350.24,82039750.0
2020-11-06,349.93,351.51,347.65,350.16,74972970.0
2020-11-09,363.97,364.38,354.06,354.56,172304200.0
2020-11-10,353.49,355.18,350.51,354.04,85552020.0
2020-11-11,356.4,357.56,355.06,356.67,58649050.0
2020-11-12,355.58,356.7182,351.26,353.21,68118560.0
2020-11-13,355.27,358.9,354.71,358.1,62959430.0
2020-11-16,360.98,362.78,359.59,362.57,74541140.0
2020-11-17,359.97,361.92,358.34,360.62,66111010.0
2020-11-18,360.91,361.5,356.24,356.28,70591300.0
2020-11-19,355.6,358.18,354.15,357.78,59940950.0
2020-11-20,357.5,357.72,355.25,355.33,70411890.0
2020-11-23,357.28,358.82,354.865,357.46,63230610.0
2020-11-24,360.21,363.81,359.29,363.22,62415880.0
2020-11-25,363.13,363.16,361.48,362.66,45330890.0
2020-11-27,363.84,364.18,362.58,363.67,28514070.0
2020-11-30,362.83,363.12,359.17,362.06,83872710.0
2020-12-01,365.57,367.68,364.93,366.02,74504970.0
2020-12-02,364.82,366.96,364.2,366.79,45927000.0
2020-12-03,366.68,368.19,365.5,366.69,62882000.0
2020-12-04,367.32,369.85,367.22,369.85,50749860.0
2020-12-07,369.02,369.62,367.72,369.09,48944270.0
2020-12-08,367.72,370.78,367.67,370.17,42458860.0
2020-12-09,370.88,371.05,365.95,366.85,74098310.0
2020-12-10,365.37,367.86,364.43,366.73,57735350.0
2020-12-11,364.9,366.7402,363.26,366.3,57698610.0
2020-12-14,368.64,369.8,364.47,364.66,69216170.0
2020-12-15,367.4,369.59,365.92,369.59,64071100.0
2020-12-16,369.82,371.16,368.8676,370.17,58420520.0
2020-12-17,371.94,372.46,371.05,372.24,64119470.0
2020-12-18,370.97,371.15,367.02,369.18,136542300.0
2020-12-21,364.97,378.46,362.03,367.86,96386750.0
2020-12-22,368.21,368.3317,366.03,367.24,48388460.0
2020-12-23,368.28,369.62,367.2172,367.57,46201400.0
2020-12-24,368.08,369.03,367.45,369.0,26457850.0
2020-12-28,371.74,372.59,371.07,372.17,39000400.0
2020-12-29,373.81,374.0,370.83,371.46,53680450.0
2020-12-30,372.34,373.1,371.57,371.99,49455260.0
2020-12-31,371.78,374.66,371.232,373.88,78520700.0
2021-01-04,375.31,375.45,364.82,368.79,110210800.0
2021-01-05,368.1,372.5,368.05,371.33,66426230.0
2021-01-06,369.71,376.98,369.12,373.55,107997700.0
2021-01-07,376.1,379.9,375.91,379.1,68766810.0
2021-01-08,380.59,381.49,377.1,381.26,71677210.0
2021-01-11,377.85,380.58,377.7189,378.69,51176720.0
2021-01-12,378.89,379.86,376.36,378.77,52547720.0
2021-01-13,378.69,380.86,377.85,379.79,45303620.0
2021-01-14,380.59,381.13,378.1,378.46,49989110.0
2021-01-15,376.72,377.58,373.7,375.7,107160000.0
2021-01-19,378.34,379.23,376.75,378.65,51233300.0
2021-01-20,381.11,384.79,380.69,383.89,61836060.0
2021-01-21,384.49,384.95,383.25,384.24,47955810.0
2021-01-22,382.25,384.1256,381.835,382.88,52136930.0
2021-01-25,383.67,384.77,378.46,384.39,70401970.0
2021-01-26,385.41,385.85,383.54,383.79,42665280.0
2021-01-27,380.22,380.32,372.01,374.41,123351100.0
2021-01-28,376.36,381.93,375.89,377.63,94198100.0
2021-01-29,375.63,376.67,368.27,370.07,126765100.0
2021-02-01,373.72,377.34,370.376,376.23,75817600.0
2021-02-02,379.65,383.22,376.3181,381.55,64450660.0
2021-02-03,382.435,383.7,380.48,381.85,52427090.0
2021-02-04,382.96,386.24,381.9655,386.19,47142560.0
2021-02-05,388.2,388.47,386.1444,387.71,48669770.0
2021-02-08,389.27,390.56,388.35,390.51,38365190.0
2021-02-09,389.61,390.89,389.17,390.25,35551060.0
2021-02-10,392.12,392.28,387.5,390.08,59154370.0
2021-02-11,391.24,391.69,388.1,390.71,42913290.0
2021-02-12,389.85,392.9,389.77,392.64,50593270.0
2021-02-16,393.96,394.17,391.53,392.3,50972370.0
2021-02-17,390.42,392.66,389.33,392.39,52806680.0
2021-02-18,389.59,391.515,387.74,390.72,59712770.0
2021-02-19,392.07,392.38,389.55,390.03,83240970.0
2021-02-22,387.06,389.62,386.74,387.03,67414170.0
2021-02-23,384.66,388.945,380.2,387.5,107284100.0
2021-02-24,386.33,392.23,385.27,391.77,72433950.0
2021-02-25,390.41,391.88,380.7789,382.33,146670500.0
2021-02-26,384.35,385.58,378.23,380.36,152701600.0
2021-03-01,385.59,390.92,380.572,389.58,105348800.0
2021-03-02,389.82,390.07,386.0,386.54,79595330.0
2021-03-03,385.79,386.83,381.31,381.42,119940200.0
2021-03-04,381.22,384.0,371.88,376.7,183433000.0
2021-03-05,380.46,384.76,372.64,383.63,152039600.0
2021-03-08,384.66,387.68,381.42,381.72,123149200.0
2021-03-09,385.85,389.91,381.7299,387.17,113633600.0
2021-03-10,389.69,391.4,388.1702,389.58,109899400.0
2021-03-11,392.23,395.65,391.74,393.53,86245040.0
2021-03-12,392.07,394.21,391.2,394.06,64653570.0
2021-03-15,394.33,396.685,392.03,396.41,73592300.0
2021-03-16,397.07,397.83,395.08,395.91,73722510.0
2021-03-17,394.53,398.12,393.3,397.26,97959270.0
2021-03-18,394.475,396.72,390.75,391.48,115349100.0
2021-03-19,389.88,391.569,387.15,389.48,113624500.0
2021-03-22,390.03,394.07,389.97,392.59,73778650.0
2021-03-23,391.91,393.46,388.66,389.5,90686550.0
2021-03-24,391.0,392.75,387.47,387.52,97588640.0
2021-03-25,385.98,390.55,383.9,389.7,116128600.0
2021-03-26,390.93,396.41,390.29,395.98,114409100.0
2021-03-29,394.4,396.75,392.81,395.78,108107600.0
2021-03-30,394.42,395.45,393.02,394.73,76262250.0
2021-03-31,395.34,398.0,395.31,396.33,112734200.0
2021-04-01,398.4,400.67,398.18,400.61,99682880.0
2021-04-05,403.46,406.94,403.38,406.36,91684760.0
2021-04-06,405.76,407.24,405.4,406.12,62020950.0
2021-04-07,405.94,406.96,405.45,406.59,55836280.0
2021-04-08,407.93,408.58,406.93,408.52,57863110.0
2021-04-09,408.39,411.67,408.26,411.49,61104560.0
2021-04-12,410.85,411.93,410.2,411.64,56704900.0
2021-04-13,411.53,413.529,411.12,412.86,56550990.0
2021-04-14,412.83,413.96,410.87,411.45,61659910.0
2021-04-15,413.74,416.16,413.69,415.87,60229840.0
2021-04-16,417.25,417.91,415.73,417.26,82037280.0
2021-04-19,416.26,416.74,413.79,415.21,78498500.0
2021-04-20,413.91,415.0859,410.59,412.17,81851830.0
2021-04-21,411.51,416.29,411.36,416.07,66792980.0
2021-04-22,415.89,416.78,411.13,412.27,97582790.0
2021-04-23,412.87,418.25,412.79,416.74,73276200.0
2021-04-26,417.44,418.22,416.8111,417.61,52182390.0
2021-04-27,417.93,418.14,416.3,417.52,51303060.0
2021-04-28,417.81,419.01,416.9,417.4,51238850.0
2021-04-29,420.32,420.72,416.44,420.06,78544330.0
2021-04-30,417.63,418.54,416.34,417.3,85527030.0
2021-05-03,419.43,419.84,417.665,418.2,68128290.0
2021-05-04,416.07,416.6,411.67,415.62,101591200.0
2021-05-05,417.38,417.63,415.15,415.75,39960660.0
2021-05-06,415.83,419.21,413.675,419.07,74321370.0
2021-05-07,419.89,422.815,419.16,422.12,67733790.0
2021-05-10,422.5,422.74,417.81,417.94,81852450.0
2021-05-11,413.1,415.27,410.06,414.21,116888000.0
2021-05-12,411.23,412.59,404.0,405.41,134811000.0
2021-05-13,407.07,412.35,407.02,410.28,106394000.0
2021-05-14,413.21,417.49,413.18,416.58,82201630.0
2021-05-17,415.39,416.39,413.36,415.52,64882410.0
2021-05-18,415.8,416.06,411.77,411.94,59810240.0
2021-05-19,406.92,411.05,405.33,410.86,106467100.0
2021-05-20,411.8,416.625,411.67,415.28,78022220.0
2021-05-21,416.87,418.2,414.45,414.94,76578660.0
2021-05-24,417.34,420.32,417.08,419.17,51376700.0
2021-05-25,420.33,420.71,417.62,418.24,57451400.0
2021-05-26,418.87,419.61,417.76,419.07,43088620.0
2021-05-27,420.17,420.72,418.9851,419.29,56707680.0
2021-05-28,420.97,421.25,419.79,420.04,58520160.0
2021-06-01,422.57,422.72,419.2,419.67,54216630.0
2021-06-02,420.37,421.23,419.29,420.33,49097060.0
2021-06-03,417.85,419.99,416.28,418.77,58138760.0
2021-06-04,420.75,422.92,418.8422,422.6,55938790.0
2021-06-07,422.59,422.78,421.19,422.19,51555030.0
2021-06-08,423.11,423.21,420.32,422.28,47134280.0
2021-06-09,423.18,423.26,421.41,421.65,48436340.0
2021-06-10,422.96,424.63,421.55,423.61,51020150.0
2021-06-11,424.2,424.43,422.82,424.31,45570830.0
2021-06-14,424.43,425.37,423.1,425.26,42358480.0
2021-06-15,425.42,425.46,423.54,424.48,51508510.0
2021-06-16,424.63,424.87,419.92,422.11,80386080.0
2021-06-17,421.67,423.02,419.32,421.97,90949660.0
2021-06-18,417.09,417.8281,414.7,414.92,118676300.0
2021-06-21,416.8,421.06,415.93,420.86,72822030.0
2021-06-22,420.85,424.0,420.08,423.11,57700300.0
2021-06-23,423.19,424.05,422.51,422.6,49445410.0
2021-06-24,424.89,425.55,424.62,425.1,45110290.0
2021-06-25,425.9,427.0943,425.55,426.61,58129530.0
2021-06-28,427.17,427.65,425.89,427.47,53159580.0
2021-06-29,427.88,428.56,427.13,427.7,35970520.0
2021-06-30,427.21,428.78,427.18,428.06,64827860.0
2021-07-01,428.87,430.6,428.8,430.43,53441030.0
2021-07-02,431.67,434.1,430.5218,433.72,57697670.0
2021-07-06,433.78,434.01,430.01,432.93,68710420.0
2021-07-07,433.66,434.76,431.51,434.46,63549460.0
2021-07-08,428.78,431.73,427.52,430.92,97595230.0
2021-07-09,432.53,435.84,430.714,435.52,76238580.0
2021-07-12,435.43,437.35,434.97,437.08,52889590.0
2021-07-13,436.24,437.84,435.31,435.59,52911310.0
2021-07-14,437.4,437.92,434.91,436.24,64130350.0
2021-07-15,434.81,435.53,432.72,434.75,55126360.0
2021-07-16,436.01,436.06,430.92,431.34,75874660.0
2021-07-19,426.19,431.4089,421.97,424.97,147987000.0
2021-07-20,425.68,432.42,424.83,431.06,99608170.0
2021-07-21,432.34,434.7,431.0111,434.55,64724390.0
2021-07-22,434.74,435.72,433.69,435.46,47878540.0
2021-07-23,437.52,440.3,436.79,439.94,63766640.0
2021-07-26,439.31,441.03,439.26,441.02,43719190.0
2021-07-27,439.91,439.94,435.99,439.01,67397140.0
2021-07-28,439.68,440.3,437.31,438.83,52472360.0
2021-07-29,439.815,441.8,439.81,440.65,47435340.0
2021-07-30,437.91,440.06,437.77,438.51,68951200.0
2021-08-02,440.34,440.93,437.21,437.59,58783300.0
2021-08-03,438.44,441.28,436.1,441.15,58053900.0
2021-08-04,439.78,441.1243,438.73,438.98,46732210.0
2021-08-05,440.22,441.85,439.88,441.76,38969660.0
2021-08-06,442.1,442.94,441.8,442.49,46930010.0
2021-08-09,442.46,442.795,441.31,442.13,41222590.0
2021-08-10,442.61,443.44,441.88,442.68,43339280.0
2021-08-11,443.82,443.882,442.62,443.78,44034340.0
2021-08-12,443.62,445.2572,442.66,445.11,38942420.0
2021-08-13,445.59,445.94,445.07,445.92,39470250.0
2021-08-16,444.53,447.11,442.87,446.97,73930860.0
2021-08-17,444.24,444.96,440.85,444.04,92673930.0
2021-08-18,442.96,444.625,438.92,439.18,89351930.0
2021-08-19,436.27,441.14,436.12,439.86,92812250.0
2021-08-20,440.23,443.71,439.71,443.36,72008710.0
2021-08-23,445.16,448.23,443.4355,447.26,54973040.0
2021-08-24,447.97,448.54,447.42,447.97,38744710.0
2021-08-25,448.17,449.457,447.77,448.91,40529710.0
2021-08-26,448.61,448.86,446.16,446.26,57829570.0
2021-08-27,447.12,450.65,447.06,450.25,77235110.0
2021-08-30,450.97,453.07,450.71,452.23,48357360.0
2021-08-31,452.13,452.49,450.92,451.56,59300210.0
